account_id,generator_family,minilm_top3_cosine_mean,minilm_max_cosine,minilm_local_neighborhood_centroid_similarity,minilm_mutual_knn_weighted_degree,minilm_mutual_knn_clustering,minilm_mutual_knn_component_size_normalized
gemini_flash_lite_coordinated_00,google_gemini,0.9342165589332581,0.9468796253204346,0.965336799621582,2.8026497960090637,0.3230459144671993,0.23076923076923078
gemini_flash_lite_coordinated_01,google_gemini,0.9065062403678894,0.9090346097946167,0.9438660144805908,1.813164472579956,0.0,0.07692307692307693
gemini_flash_lite_coordinated_02,google_gemini,0.9306338429450989,0.9493255615234375,0.9449011087417603,0.9493255615234375,0.0,0.23076923076923078
gemini_flash_lite_coordinated_03,google_gemini,0.9299675822257996,0.9405500888824463,0.9542503356933594,2.7899028062820435,0.3234489600592248,0.09615384615384616
gemini_flash_lite_coordinated_04,google_gemini,0.9389820098876953,0.9618112444877625,0.9652354121208191,1.8849475979804993,0.0,0.23076923076923078
gemini_flash_lite_coordinated_05,google_gemini,0.8996090292930603,0.9090346097946167,0.9332391023635864,1.8070138692855835,0.0,0.07692307692307693
gemini_flash_lite_coordinated_06,google_gemini,0.9536083340644836,0.9646816849708557,0.9759633541107178,2.8608251214027405,0.3299936190289135,0.23076923076923078
gemini_flash_lite_coordinated_07,google_gemini,0.9242997765541077,0.9465272426605225,0.9462771415710449,1.8585150241851807,0.0,0.09615384615384616
gemini_flash_lite_coordinated_08,google_gemini,0.9252327084541321,0.9337804317474365,0.9530525207519531,1.8569167852401733,0.0,0.23076923076923078
gemini_flash_lite_coordinated_09,google_gemini,0.8849902153015137,0.8953660726547241,0.9152376651763916,0.0,0.0,0.019230769230769232
gemini_flash_lite_coordinated_10,google_gemini,0.9447442889213562,0.9536346197128296,0.9666431546211243,2.8342329263687134,0.3299936190289135,0.23076923076923078
gemini_flash_lite_coordinated_11,google_gemini,0.9264624714851379,0.9415709972381592,0.9476024508476257,1.8677568435668945,0.9703468801776745,0.09615384615384616
gemini_flash_lite_coordinated_12,google_gemini,0.9372554421424866,0.9618112444877625,0.972912073135376,1.885715901851654,0.0,0.23076923076923078
gemini_flash_lite_coordinated_13,google_gemini,0.8998555541038513,0.901123583316803,0.9309085607528687,1.7991028428077698,0.0,0.07692307692307693
gemini_flash_lite_coordinated_14,google_gemini,0.9116182327270508,0.9226687550544739,0.928677499294281,0.0,0.0,0.019230769230769232
gemini_flash_lite_coordinated_15,google_gemini,0.942882776260376,0.9465272426605225,0.9699673652648926,2.828648328781128,0.3234489600592248,0.09615384615384616
gemini_flash_lite_coordinated_16,google_gemini,0.9351873993873596,0.9475448131561279,0.9573135375976562,1.8828773498535156,0.0,0.23076923076923078
gemini_flash_lite_coordinated_17,google_gemini,0.9020578265190125,0.9041298627853394,0.935779333114624,1.8052534461021423,0.0,0.07692307692307693
gemini_flash_lite_coordinated_18,google_gemini,0.9552870392799377,0.9646816849708557,0.9783694744110107,2.8658611178398132,0.3299936190289135,0.23076923076923078
gemini_flash_lite_coordinated_19,google_gemini,0.9216130375862122,0.929684579372406,0.9426422119140625,1.83515465259552,0.0,0.09615384615384616
gemini_flash_lite_organic_00,google_gemini,0.8653209805488586,0.8882376551628113,0.9065743088722229,1.7552334070205688,0.9204066488710054,0.057692307692307696
gemini_flash_lite_organic_01,google_gemini,0.8398697972297668,0.8664238452911377,0.9012114405632019,1.668346881866455,0.0,0.17307692307692307
gemini_flash_lite_organic_02,google_gemini,0.8518726825714111,0.9019807577133179,0.9344337582588196,1.772173523902893,0.9000510881528345,0.057692307692307696
gemini_flash_lite_organic_03,google_gemini,0.8826056122779846,0.9253501296043396,0.9300220608711243,1.8219336867332458,0.9326204001213967,0.057692307692307696
gemini_flash_lite_organic_04,google_gemini,0.7992196083068848,0.8449453115463257,0.8456617593765259,0.0,0.0,0.019230769230769232
gemini_flash_lite_organic_05,google_gemini,0.8068086504936218,0.8589564561843872,0.8873250484466553,1.649703860282898,0.0,0.17307692307692307
gemini_flash_lite_organic_06,google_gemini,0.8346483111381531,0.8855909109115601,0.9237092733383179,1.7191144227981567,0.0,0.057692307692307696
gemini_flash_lite_organic_07,google_gemini,0.7857921719551086,0.8117052316665649,0.8642112612724304,1.5809942483901978,0.0,0.17307692307692307
gemini_flash_lite_organic_08,google_gemini,0.8778116703033447,0.9089608788490295,0.9238922595977783,1.775956630706787,0.9204066488710054,0.057692307692307696
gemini_flash_lite_organic_09,google_gemini,0.9027503132820129,0.915869951248169,0.9420244693756104,2.7082509994506836,0.3157710022406768,0.17307692307692307
gemini_flash_lite_organic_10,google_gemini,0.8280307650566101,0.8701927661895752,0.8962306976318359,1.7041443586349487,0.9000510881528345,0.057692307692307696
gemini_flash_lite_organic_11,google_gemini,0.8840371966362,0.9253501296043396,0.9377917647361755,1.8030983805656433,0.9326204001213967,0.057692307692307696
gemini_flash_lite_organic_12,google_gemini,0.8724940419197083,0.8760015964508057,0.9080666303634644,0.0,0.0,0.019230769230769232
gemini_flash_lite_organic_13,google_gemini,0.7854962348937988,0.8589564561843872,0.8531320095062256,1.62824547290802,0.0,0.17307692307692307
gemini_flash_lite_organic_14,google_gemini,0.7593976855278015,0.8335235118865967,0.8065664172172546,0.8335235118865967,0.0,0.057692307692307696
gemini_flash_lite_organic_15,google_gemini,0.8014585375785828,0.8117052316665649,0.8704688549041748,2.404375672340393,0.0,0.17307692307692307
gemini_flash_lite_organic_16,google_gemini,0.8768455386161804,0.9089608788490295,0.9225463271141052,1.7971985340118408,0.9204066488710054,0.057692307692307696
gemini_flash_lite_organic_17,google_gemini,0.8779473304748535,0.915869951248169,0.9264947175979614,1.7822937965393066,0.0,0.17307692307692307
gemini_flash_lite_organic_18,google_gemini,0.8324894309043884,0.9019807577133179,0.8939453363418579,1.7359323501586914,0.9000510881528345,0.057692307692307696
gemini_flash_lite_organic_19,google_gemini,0.8670061230659485,0.8965835571289062,0.9083551168441772,1.77433180809021,0.9326204001213967,0.057692307692307696
gemini_flash_lite_professional_00,google_gemini,0.913651168346405,0.9376040697097778,0.947077751159668,2.740953505039215,0.3230459144671993,0.23076923076923078
gemini_flash_lite_professional_01,google_gemini,0.9067306518554688,0.9503329992294312,0.9601853489875793,1.8555340766906738,0.9473130067220303,0.17307692307692307
gemini_flash_lite_professional_02,google_gemini,0.9144181609153748,0.9492056965827942,0.9495782852172852,1.8460371494293213,0.0,0.07692307692307693
gemini_flash_lite_professional_03,google_gemini,0.893343448638916,0.9452609419822693,0.9305229187011719,0.9452609419822693,0.0,0.038461538461538464
gemini_flash_lite_professional_04,google_gemini,0.8989408612251282,0.9239046573638916,0.9391239881515503,1.8068164587020874,0.0,0.23076923076923078
gemini_flash_lite_professional_05,google_gemini,0.8952493071556091,0.8968319892883301,0.9321750402450562,0.8968314528465271,0.0,0.07692307692307693
gemini_flash_lite_professional_06,google_gemini,0.8449693322181702,0.8855909109115601,0.9161013960838318,0.8855909109115601,0.0,0.057692307692307696
gemini_flash_lite_professional_07,google_gemini,0.8845410346984863,0.8903652429580688,0.9214140176773071,0.8903652429580688,0.0,0.07692307692307693
gemini_flash_lite_professional_08,google_gemini,0.9311348795890808,0.9468796253204346,0.9647571444511414,1.8844836950302124,0.969137743401598,0.23076923076923078
gemini_flash_lite_professional_09,google_gemini,0.8999019265174866,0.9503329992294312,0.9505308866500854,1.8375129699707031,0.9473130067220303,0.17307692307692307
gemini_flash_lite_professional_10,google_gemini,0.9130937457084656,0.9492056965827942,0.9559699892997742,1.839570939540863,0.0,0.07692307692307693
gemini_flash_lite_professional_11,google_gemini,0.8833387494087219,0.9452609419822693,0.9258921146392822,0.9452609419822693,0.0,0.038461538461538464
qwen_3_6_35b_coordinated_00,alibaba_qwen,0.9359580874443054,0.955041229724884,0.9742175340652466,2.8078741431236267,0.0,0.25
qwen_3_6_35b_coordinated_01,alibaba_qwen,0.9149727821350098,0.9179378747940063,0.9457509517669678,2.7449182271957397,0.3112595771182174,0.09615384615384616
qwen_3_6_35b_coordinated_02,alibaba_qwen,0.9270245432853699,0.9463345408439636,0.9549658894538879,1.8662623167037964,0.9483007016233946,0.25
qwen_3_6_35b_coordinated_03,alibaba_qwen,0.9414915442466736,0.9520835876464844,0.9679460525512695,2.8244746327400208,0.6404625450488786,0.09615384615384616
qwen_3_6_35b_coordinated_04,alibaba_qwen,0.9222745895385742,0.9307223558425903,0.9616920948028564,2.766823709011078,0.0,0.25
qwen_3_6_35b_coordinated_05,alibaba_qwen,0.9129595160484314,0.9173448085784912,0.9443797469139099,2.7388784885406494,0.3112595771182174,0.09615384615384616
qwen_3_6_35b_coordinated_06,alibaba_qwen,0.9375402927398682,0.9665606021881104,0.967972993850708,1.9110338687896729,0.9760484593743519,0.057692307692307696
qwen_3_6_35b_coordinated_07,alibaba_qwen,0.9163987040519714,0.9332497715950012,0.9339274168014526,1.8536022305488586,0.9560837202434282,0.09615384615384616
qwen_3_6_35b_coordinated_08,alibaba_qwen,0.9204214215278625,0.9307223558425903,0.9501093029975891,1.8456025123596191,0.0,0.25
qwen_3_6_35b_coordinated_09,alibaba_qwen,0.9140922427177429,0.9200692176818848,0.9431007504463196,1.8380070924758911,0.0,0.09615384615384616
qwen_3_6_35b_coordinated_10,alibaba_qwen,0.9219035506248474,0.9291842579841614,0.9501120448112488,2.7657105922698975,0.3161002338744649,0.25
qwen_3_6_35b_coordinated_11,alibaba_qwen,0.9306796193122864,0.952038586139679,0.9541357755661011,2.7920389771461487,0.3217679716344025,0.09615384615384616
qwen_3_6_35b_coordinated_12,alibaba_qwen,0.9289104342460632,0.9530918598175049,0.9556782841682434,1.8975651264190674,0.9760484593743519,0.057692307692307696
qwen_3_6_35b_coordinated_13,alibaba_qwen,0.9107664227485657,0.9200692176818848,0.946581244468689,1.8286018371582031,0.0,0.09615384615384616
qwen_3_6_35b_coordinated_14,alibaba_qwen,0.923731803894043,0.9463345408439636,0.9504672884941101,1.862933099269867,0.9483007016233946,0.25
qwen_3_6_35b_coordinated_15,alibaba_qwen,0.9379587173461914,0.9520835876464844,0.963115930557251,2.813876211643219,0.6404625450488787,0.09615384615384616
qwen_3_6_35b_coordinated_16,alibaba_qwen,0.9290264248847961,0.955041229724884,0.9677488207817078,1.8879981637001038,0.0,0.25
qwen_3_6_35b_coordinated_17,alibaba_qwen,0.9057462811470032,0.9130010604858398,0.9331529140472412,1.822636604309082,0.9337787313546522,0.09615384615384616
qwen_3_6_35b_coordinated_18,alibaba_qwen,0.9376039505004883,0.9665606021881104,0.9675949811935425,1.9196524620056152,0.9760484593743519,0.057692307692307696
qwen_3_6_35b_coordinated_19,alibaba_qwen,0.9136130213737488,0.9203132390975952,0.9310885667800903,0.9114575386047363,0.0,0.09615384615384616
qwen_3_6_35b_organic_00,alibaba_qwen,0.9144460558891296,0.9329569339752197,0.9455409049987793,1.839114785194397,0.0,0.25
qwen_3_6_35b_organic_01,alibaba_qwen,0.7775647044181824,0.8544571399688721,0.8578718304634094,0.8544571399688721,0.0,0.09615384615384616
qwen_3_6_35b_organic_02,alibaba_qwen,0.8422572016716003,0.8451023101806641,0.905036449432373,1.6844708919525146,0.865395101508442,0.057692307692307696
qwen_3_6_35b_organic_03,alibaba_qwen,0.8395563960075378,0.8687261939048767,0.8979291319847107,1.737377643585205,0.0,0.057692307692307696
qwen_3_6_35b_organic_04,alibaba_qwen,0.6696489453315735,0.6998597383499146,0.7625992298126221,0.0,0.0,0.019230769230769232
qwen_3_6_35b_organic_05,alibaba_qwen,0.766571581363678,0.7799014449119568,0.8506934642791748,0.7799014449119568,0.0,0.038461538461538464
qwen_3_6_35b_organic_06,alibaba_qwen,0.8113371729850769,0.8521724343299866,0.848774790763855,0.0,0.0,0.019230769230769232
qwen_3_6_35b_organic_07,alibaba_qwen,0.8072884678840637,0.8495659828186035,0.8677270412445068,0.8495659828186035,0.0,0.09615384615384616
qwen_3_6_35b_organic_08,alibaba_qwen,0.8867581486701965,0.9037610292434692,0.9146841764450073,0.9037610292434692,0.0,0.25
qwen_3_6_35b_organic_09,alibaba_qwen,0.777720034122467,0.8173569440841675,0.8536491394042969,0.8173569440841675,0.0,0.09615384615384616
qwen_3_6_35b_organic_10,alibaba_qwen,0.8410094380378723,0.8549105525016785,0.9032556414604187,1.7000128626823425,0.865395101508442,0.057692307692307696
qwen_3_6_35b_organic_11,alibaba_qwen,0.8630958199501038,0.8686514496803284,0.9308514595031738,0.8686514496803284,0.0,0.057692307692307696
qwen_3_6_35b_organic_12,alibaba_qwen,0.8456780314445496,0.8782704472541809,0.8750220537185669,0.0,0.0,0.019230769230769232
qwen_3_6_35b_organic_13,alibaba_qwen,0.7116044163703918,0.7799014449119568,0.7902604937553406,0.7799014449119568,0.0,0.038461538461538464
qwen_3_6_35b_organic_14,alibaba_qwen,0.726149320602417,0.7729846239089966,0.7810357213020325,0.0,0.0,0.019230769230769232
